recipeName,ingredients,numberOfIngredients,prepTime,cookTime,totalTime,servings,cuisine,course,diet
Mukhadi Halwa Recipe (Semolina & All Purpose Flour Halwa),"Sooji, All Purpose Flour, Milk, Sugar, Ghee",5,15,25,40,6,North Indian Recipes,Dessert,Vegetarian
Kobbari Chaaru Recipe,"Coconut Milk, Water, Roasted Chana Lentils, Green Chilli, Oil, Mustard, Small Spoon Turmeric Powder, Cumin Seeds, Curry Leaves, Salt, Coriander Leaves",11,10,40,50,4,South Indian Recipes,Lunch,High Protein Vegetarian
Tulsi Kashayam Recipe (Kaada) - Herbal Drink From Tulsi,"Water, Tulsi, Black Pepper Powder, Dry Ginger Powder, Palm Sugar",5,5,5,10,4,Indian,Side Dish,Vegetarian
Carrot Corn Mayo Pancake Recipe With Sandwich Spread,"Carrot, Sweet Corn, Whole Wheat Flour, Onion, Del Monte Sandwich Spread, Coriander, Curd, Whole Eggs, Baking Powder, Baking Soda, Green Chilli, Butter, Salt, Black Pepper Powder",14,15,40,55,4,Continental,World Breakfast,Vegetarian
Tamil Nadu Style Spicy Egg Fry Recipe,"Whole Eggs, Sunflower Oil, Roasted Gram Dal, Dry Red Chilli, Ginger, Garlic, Whole Black Peppercorns, Salt",8,5,30,35,4,Tamil Nadu,Appetizer,Eggetarian
Chirer Dudh Puli Recipe - Bengali Style Beaten Rice Dumpling Kheer,"Fresh Coconut, Palm Jaggery, Poha, All Purpose Flour, Sooji, Milk, Milk, Palm Jaggery",8,20,20,40,4,Bengali Recipes,Dessert,Vegetarian
Appalam Vatha Kuzhambu Recipe - Papad In Tamarind Gravy,"Gingelly Oil, Mustard Seeds, Methi Seeds, Asafoetida, Dry Red Chilli, Pearl Onion, Curry Leaves, Urad Dal Papad, Tamarind Water, Sambar Powder, Jaggery, Turmeric Powder, Water, Salt",14,5,20,25,3,South Indian Recipes,Lunch,Vegetarian
Kashmiri Style Modur Pulao With Pomegranate Recipe,"Basmati Rice, Cinnamon Stick, Cloves, Cardamom, Milk, Water, Saffron Strands, Cumin Powder, Sunflower Oil, Salt, Anardana Powder, Cashew Nuts, Badam, Raisins  Optional, Dates, Ghee",16,40,120,160,4,Kashmiri,Lunch,Vegetarian
North Indian Style Mushroom Matar Masala Recipe,"Button Mushrooms, Green Peas, Sunflower Oil, Cumin Seeds, Mustard Seeds, Asafoetida, Onion, Onion, Tomato, Ginger Garlic Paste, Green Chilli, Red Chilli Powder, Turmeric Powder, Coriander Powder, Garam Masala Powder, Water, Coriander",17,10,30,40,2,North Indian Recipes,Lunch,High Protein Vegetarian
Dhania Chole Masala Recipe - Chickpeas In Fresh Coriander Gravy,"Coriander, Green Chilli, Ginger, Salt, Lemon, Kabuli Chana, Ghee, Onion, Ginger, Garlic, Cinnamon Stick, Bay Leaf, Brown Cardamom, Black Salt, Garam Masala Powder, Coriander Powder, Black Salt, Salt, Salt",19,480,60,540,4,North Indian Recipes,Main Course,High Protein Vegetarian
Capsicum Masala Poriyal ,"Oil, Mustard, Capsicum, Capsicum, Capsicum, Onion, Curry Leaves, Salt, Peanuts, Coconut, Dry Red Chilli, Garlic, Cumin Seeds, Green Coriander",14,38,25,63,4,South Indian Recipes,Lunch,Vegetarian
Kerala Style Plantain & Yam Thoran Recipe,"Raw Banana, Suran, Black Gram, Turmeric Powder, Red Chili Powder, Salt, Cumin Seeds, Coconut, Whole Black Pepper, Garlic, Green Chili, Oil, Mustard",13,360,20,380,4,Kerala Recipes,Dinner,Vegetarian
Cheese Stuffed Aloo Bonda Recipe,"Potato, Mozzarella Cheese, Mustard Seeds, Ginger, Onion, Green Chilli, Asafoetida, Turmeric Powder, Coriander, Sunflower Oil, Gram Flour, Turmeric Powder, Salt",13,15,30,45,5,Indian,Snack,Vegetarian
Dahi Wale Paneer Recipe - Paneer In A Curd Gravy,"Paneer, Garlic, Ginger, Fresh Red Chilli, Red Bell Pepper, Cumin Powder, Coriander Powder, Garam Masala Powder, Curd, Butter, Onion, Homemade Tomato Puree, Whole Cashews Almonds, Fresh Cream, Coriander, Lemon Juice, Turmeric Powder, Lemon Juice, Turmeric Powder",19,65,15,80,6,North Indian Recipes,Lunch,High Protein Vegetarian
Nutty Aloo Paratha Recipe,"Whole Wheat Flour, Spinach Leaves, Water, Potato, Paneer, Coriander, Garam Masala Powder, Salt, Cumin Powder, Red Chilli Powder, Mixed Nuts, Raisins, Ghee Smear",13,25,30,55,4,North Indian Recipes,North Indian Breakfast,Vegetarian
Chicken Tikka Taco Recipe Topped With Cheesy Garlic Mayo,"Hard Taco Shells, Hariyali Chicken Tikka, Summer Salad, Refried Beans, Nutralite Cheesy Garlic Mayo, Tomato Salsa",6,20,0,20,4,Mexican,Dinner,Non Vegeterian
Masalewali Turai Sabzi Recipe,"Trumpet, Mustard, Cumin Seeds, Ginger, Tomato, Turmeric Powder, Red Chilli Powder, Small Spoon Coriander Powder, Jaggery, Oil, Salt, Water, Coriander Leaves",13,20,30,50,4,North Indian Recipes,Side Dish,Vegetarian
Pudina Mushroom And Soya Biryani Recipe,"Basmati Rice  Parboiled With Spices Infused Water, Button Mushrooms, Soy Chunks, Onion, Ginger, Curd, Biryani Masala, Garlic, Turmeric Powder, Garam Masala Powder, Red Chilli Powder, Mint Leaves, Salt, Ghee, Green Chilli, Ajwain, Bay Leaf, Star Anise, Cardamom, Cloves, Cinnamon Stick",21,20,40,60,4,Indian,Main Course,High Protein Vegetarian
White Vegetable Kurma Recipe With Coconut & Cashew,"Carrot, Potato, Cauliflower, Onion, Ginger Garlic Paste, Salt, Sunflower Oil, Fresh Coconut, Whole Black Peppercorns, Green Chilli, Fennel Seeds, Poppy Seeds, Cashew Nuts, Cinnamon Stick, Star Anise, Cloves, Cardamom, Cumin Seeds",18,5,25,30,4,South Indian Recipes,Side Dish,Vegetarian
Muttaikose Poriyal Recipe - Cabbage Stir fry With Coconut,"Cabbage, Mustard Seeds, White Urad Dal, Curry Leaves, Green Chilli, Fresh Coconut, Salt",7,15,30,45,3,South Indian Recipes,Side Dish,No Onion No Garlic (Sattvic)
Bengaluru Style Brinjal Gravy Recipe - For Biryani,"Brinjal, Tomato, Onion, Ginger Garlic Paste, Tamarind, Mustard Seeds, Whole Black Peppercorns, Jaggery, Turmeric Powder, Red Chilli Powder, Sunflower Oil, Salt, Coriander",13,50,40,90,4,Karnataka,Side Dish,Vegetarian
PF Chang's Style Crispy Chicken Lettuce Wraps Recipe,"Iceberg Lettuce, Chicken Breasts, Sunflower Oil, Salt, Black Pepper Powder, Garlic, Button Mushrooms, Spring Onion, Chilli Vinegar, Soy Sauce, Red Chilli Sauce, Sweet And Spicy Red Chilli Sauce",12,10,15,25,4,Asian,Appetizer,Non Vegeterian
Lemon Frozen Yogurt Recipe,"Lemon Juice, Curd, Sugar, Fresh Cream, Turmeric Powder, Vanilla Extract, Orange Zest, Orange",8,600,0,600,3,Continental,Snack,Vegetarian
Paneer Capsicum Sandwich Recipe,"Whole Wheat Brown Bread, Paneer, Green Bell Pepper, Green Chilli, Chaat Masala Powder, Black Pepper Powder, Butter, Salt",8,10,10,20,4,Continental,World Breakfast,High Protein Vegetarian
Sukhi Suran Masala Sabzi Recipe,"Elephant Yam, Onion, Green Chilli, Ginger, Garlic, Curry Leaves, Cumin Seeds, Turmeric Powder, Coriander Powder, Cumin Powder, Red Chilli Powder, Black Pepper Powder, Garam Masala Powder, Salt, Sunflower Oil",15,15,20,35,4,North Indian Recipes,Side Dish,Vegetarian
One Pot Pressure Cooker Chicken Curry Recipe,"Coconut Oil, Curry Leaves, Garlic, Ginger, Onion, Tomato, Turmeric Powder, Garam Masala Powder, Red Chilli Powder, Coriander Powder, Chicken Breast, Salt, Water",13,15,25,40,4,South Indian Recipes,Lunch,Non Vegeterian
Lauki Ka Salan Recipe - Bottle Gourd Salan Recipe,"Bottle Gourd, Onion, Garlic, Ginger, Green Chilli, Cumin Seeds, Mustard Seeds, Methi Seeds, Turmeric Powder, Red Chilli Powder, Coriander Powder, Tamarind Water, Tomato, Sunflower Oil Cook, Salt, Coriander, Roasted Peanuts, Sesame Seeds, Fresh Coconut",19,20,30,50,4,Andhra,Lunch,Vegetarian
Togari Bele Tovve Recipe  - Toor Dal Rasam,"Arhar Dal, Water, Turmeric Powder, Ginger, Green Chilli, Tamarind, Lemon Juice, Ghee, Mustard Seeds, Asafoetida, Curry Leaves, Coriander",12,10,25,35,4,South Indian Recipes,Lunch,High Protein Vegetarian
Chicken Shawarma Recipe,"Chicken Breasts, Coriander Powder, Red Chilli Powder, Cumin Powder, Black Pepper Powder, Turmeric Powder, Ginger Garlic Paste, Extra Virgin Olive Oil, Salt, Whole Wheat Flour, Active Dry Yeast, Milk, Sugar, Salt, Cucumber, Carrot, Tomato, Chilli Vinegar, Salt, Sugar, Homemade Hummus, Tzatziki, Onion",23,40,45,85,2,Middle Eastern,Main Course,Non Vegeterian
Mushroom Paratha Recipe,"Whole Wheat Flour, Sunflower Oil, Salt, Ghee Cook Parathas, Button Mushrooms, Onion, Cumin Seeds, Garam Masala Powder, Green Chilli, Turmeric Powder, Ghee Oil For Cooking",11,30,30,60,4,North Indian Recipes,Lunch,High Protein Vegetarian
Palak Chana Dal Recipe - Healthy Spinach Gram Dal Recipe,"Chana Dal, Spinach Leaves, Water, Turmeric Powder, Salt, Ghee, Asafoetida, Cumin Seeds, Dry Red Chilli, Ginger Garlic Paste, Onion, Green Chilli, Tomato, Turmeric Powder, Red Chilli Powder, Cumin Powder, Salt",17,20,30,50,4,North Indian Recipes,Lunch,High Protein Vegetarian
Pasi Paruppu Kosumalli Recipe (Spiced Lentil Salad Recipe),"Yellow Moong Dal, Cucumber, Carrot, Fresh Coconut, Lemon Juice, Salt, Sunflower Oil, Mustard Seeds, Green Chilli, Asafoetida, Curry Leaves, Coriander",12,15,30,45,4,South Indian Recipes,Lunch,Vegetarian
Maharashtrian Style Semolina and Yogurt Cake Recipe,"Sooji, Curd, Saffron Strands, Cardamom Powder, Baking Powder, Caster Sugar, Cashew Nuts, Raisins, Ghee",9,60,25,85,4,Maharashtrian Recipes,Dessert,Vegetarian
Ragi Masala Roti Recipe,"Ragi Flour, Onion, Green Chilli, Carrot, Dill Leaves, Coriander, Cumin Seeds, Salt, Ghee",9,20,20,40,4,South Indian Recipes,Lunch,Diabetic Friendly
Dry Sweet Potato Thoran Recipe,"Sweet Potato, Onion, Rasam Powder, Turmeric Powder, Asafoetida, Salt, Sunflower Oil, Mustard Seeds, White Urad Dal, Curry Leaves",10,10,10,20,4,Kerala Recipes,Side Dish,Vegetarian
Oreo Milkshake Recipe,"Oreo Biscuits, Vanilla Ice Cream, Milk, Chocolate Sauce, Chocolate Sauce, Heavy Whipping Cream",6,10,15,25,2,Continental,Snack,Vegetarian
Mexican Grilled Corn Flavoured With Cheesy Garlic Mayo Recipe,"Sweet Corn, Butter, Paprika Powder, Del Monte Cheesy Garlic Mayo, Lemon, Coriander, Parmesan Cheese",7,5,20,25,4,Mexican,Snack,Vegetarian
Paneer Matar Butter Masala (Indian Cottage Cheese and Peas Masala With Butter) Recipe,"Paneer, Sunflower Oil, Green Peas, Salt, Sugar, Red Chilli Powder, Milk, Kasuri Methi, Onion, Tomato, Ginger, Clove Garlic, Ghee Clarified Butter, Dry Red Chilli, Cardamom, Cinnamon Stick, Whole Black Peppercorns, Coriander, Cashew Nuts",19,15,45,60,4,North Indian Recipes,Dinner,High Protein Vegetarian
Dhungare Baingan Recipe,"Eggplant, Yogurt, Green Chilli, Cumin Powder, Kashmiri Red Chilli Powder, Garam Masala Powder, Onion, Salt, Coriander",9,5,20,25,4,Lucknowi,Side Dish,Vegetarian
Rajasthani Style Sukhe Gatte Capsicum Ki Sabzi Recipe,"Gram Flour, Ajwain, Red Chilli Powder, Curd, Sunflower Oil, Salt, Green Bell Pepper, Cumin Seeds, Asafoetida, Turmeric Powder, Red Chilli Powder, Garam Masala Powder, Amchur, Coriander Powder, Coriander Powder, Salt, Coriander, Sunflower Oil",18,10,30,40,4,Rajasthani,Side Dish,No Onion No Garlic (Sattvic)
Indo Chinese Crispy Chicken Chilli Recipe,"Chicken, Sunflower Oil, Garlic, Ginger, Green Chilli, Onion, Green Bell Pepper, Soy Sauce, Vinegar, Black Pepper Powder, Salt, Red Chilli Sauce, Green Chilli Sauce, Roasted Tomato Pasta Sauce, Corn Flour, Water, Black Pepper Powder, Soy Sauce, Red Chilli Sauce, Corn Flour, All Purpose Flour, Water, Salt",23,10,60,70,3,Fusion,Appetizer,High Protein Non Vegetarian
Aar Macher Jhol Recipe - Bengali Fish Curry,"Aar Maach, Tomato, Bay Leaf, Ginger Garlic Paste, Green Chilli, Cumin Seeds, Coriander Powder, Red Chilli Powder, Turmeric Powder, Mustard Oil, Salt, Water, Coriander",13,10,40,50,2,Bengali Recipes,Lunch,High Protein Non Vegetarian
Thandu Keerai Puli Kuzhambu Recipe - Amaranth Greens in Tangy Curry,"Green Amaranth Leaves, Tamarind, Onion, Tomato, Garlic, Mustard Seeds, Asafoetida, Curry Leaves, Sambar Powder, Methi Powder, Sesame, Salt, Salt",13,10,20,30,4,South Indian Recipes,Lunch,Diabetic Friendly
Crispy Masala Peanuts Recipe - Gujarati Sing Bhujia,"Raw Peanuts, Gram Flour, Rice Flour, Red Chilli Powder, Coriander Powder, Chaat Masala Powder, Water, Black Pepper Powder, Sunflower Oil, Salt, Sunflower Oil Fry",11,10,25,35,3,Gujarati Recipes﻿,Snack,High Protein Vegetarian
Maa Ki Dal ,"Black Urad Dal, Kidney Beans, Tomato, Ginger, Ghee, Cumin Seeds, Kashmiri Red Chilli Powder, Coriander Powder, Garam Masala Powder, Salt",10,10,150,160,4,Punjabi,Dinner,High Protein Vegetarian
Palak Mushroom Makhani Recipe - Creamy Spinach & Mushroom,"Button Mushrooms, Spinach Leaves, Tomato, Garlic, Ginger, Green Chilli, Cumin Seeds, Cinnamon Stick, Cumin Powder, Turmeric Powder, Garam Masala Powder, Fresh Cream, Ghee, Salt",14,10,30,40,4,North Indian Recipes,Lunch,High Protein Vegetarian
Dahi Bhalla Papdi Chaat Recipe,"Curd Vada, Papdi Puris, Sweet Chutney, Green Chutney, Chaat Masala Powder, Cumin Powder, Onion, Carrot, Anardana Powder, Raw Peanuts, Boondi Sev, Coriander",12,10,30,40,4,North Indian Recipes,Lunch,High Protein Vegetarian
Wheat Grass Shikanji - Wheat Grass Lemonade Recipe,"Wheat Grass Powder, Black Pepper Powder, Black Salt, Cumin Powder, Lemon",5,10,20,30,3,Indian,Snack,Vegetarian
Dry Masala Chickpeas ,"Kabuli Channa, Oil, Cumin Seeds, Gingerpaste, Chana Masala Powder, Red Chilli Powder, Spoon Cumin Powder, Amchoor Powder, Turmeric Powder, Coriander Powder, Salt",11,10,30,40,2,Punjabi,Lunch,High Protein Vegetarian
Rajasthani Kachri Ki Chutney Recipe,"Kachris, Garlic, Dry Red Chilli, Cumin Seeds, Salt, Curd, Ghee",7,10,8,18,2,Rajasthani,Side Dish,Vegetarian
Potato Paneer Curry Without Onion And Garlic Recipe ,"Potato, Cheese, Tomato, Ginger, Green Chilli, Red Chilli Powder, Coriander Powder, Cumin Powder, Salt, Oil  Green Coriander  Finely  Accordinguse",10,20,60,80,4,North Indian Recipes,Lunch,Vegetarian
Katachi Amti ,"Lentil Water, Water, , Whole Black Peppers, Cumin, Mustard, Bay Leaf, Curry Leaves, Jaggery, Tamarind Paste, Goda Masala, Oil, Coriander Leaves, Salt",14,10,15,25,4,Maharashtrian Recipes,Lunch,Vegetarian
Khara Obbattu Recipe (Bread Stuffed With Spicy Potato Mixture Recipe),"Whole Wheat Flour, All Purpose Flour, Sooji, Curd, Turmeric Powder, Salt, Sunflower Oil, Potato, Cumin Seeds, Onion, Garlic, Ginger, Green Chilli, Curry Leaves, Coriander, Red Chilli Powder, Turmeric Powder, Salt, Sunflower Oil",19,30,45,75,4,Karnataka,Lunch,Vegetarian
Cauliflower Matar Bhurji ,"Cabbage, Green Peas, Onion, Green Chilli, Tomato, Ginger Garlic Paste, Turmeric Powder, Garam Masala Powder, , Red Chilli Powder, Salt, Coriander Leaves",12,10,35,45,3,Indian,Dinner,Vegetarian
Kashmiri Style Paneer Masala Recipe,"Paneer, Asafoetida, Cinnamon Stick, Bay Leaves, Cardamom, Ajwain, Homemade Tomato Puree, Kashmiri Red Chilli Powder, Dry Ginger Powder, Curd, Fennel Seeds, Saffron Strands, Garam Masala Powder, Salt, Coriander",15,5,30,35,4,Kashmiri,Lunch,Vegetarian
Aromatic Vegetable Pulao Recipe,"Rice, Sunflower Oil, Onion, Tomato, Ginger Garlic Paste, Red Chilli Powder, Carrots, Green Peas, Green Bell Pepper, Potato, Cardamom, Cloves, Garam Masala Powder, Star Anise, Cinnamon Stick, Coriander, Mint Leaves, Salt",18,20,30,50,4,Indian,Lunch,Vegetarian
Spiced Curd With Onions ,"Water, Curd, Carrot, Cucumber, Salt, Oil, Coriander Leaves, Cumin Seeds, Teaspoon Red Chilli Powder, Cumin Seeds, Onion, Green Chili",12,10,20,30,2,Indian,Side Dish,Vegetarian
Mustard Vegetable Curry ,"Oil, Cumin Seeds, Garlic, Onion, Red Chilli Powder, Turmeric Powder, Coconut Milk, Vegetable Stock, Dijon Mustard, Carrots, Green Beans, Green Peas, Potato, Salt",14,20,30,50,4,Indian,Side Dish,Vegetarian
One Pot Spicy Vegetable Pulao Recipe with Coconut Milk,"Basmati Rice, Coconut Milk, Turmeric Powder, Green Beans, Cauliflower, Carrots, Garlic, Ginger, Green Chilli, Cloves, Cardamom, Cinnamon Stick, Bay Leaf, Salt, Ghee",15,10,30,40,3,Indian,Dinner,Vegetarian
Bengali Aloo Dum Recipe,"Small Potato, Turmeric Powder, Cardamom, Cinnamon, , Bay Leaf, Tomato Puree, Garam Masala Powder, Yogurt, Red Chilli Powder, Coriander Powder, Sugar, Salt, Oil, Stock Green Coriander, Onion, Ginger, Garlic, Green Chilli",19,20,50,70,4,Bengali Recipes,Main Course,Vegetarian
Hyderabad Soy Biryani Recipe With Vegetables & Palak,"Basmati Rice, Water, Salt, Soy Chunks, Carrots, Green Beans, Green Peas, Cauliflower, Green Bell Pepper, Potato, Tomato, Onion, Ginger Garlic Paste, Sunflower Oil Cook, Cinnamon Stick, Cardamom, Cloves, Cumin Seeds, Spinach Leaves, Coriander, Mint Leaves, Green Chilli, Badam, Cinnamon Stick, Cardamom, Black Cardamom, Cloves, Bay Leaf, Ajwain, Mace, Turmeric Powder, Red Chilli Powder, Coriander Powder, Garam Masala Powder, Salt, Onion, Coriander, Mint Leaves, Milk, Saffron Strands, Ghee",41,40,50,90,4,Hyderabadi,Main Course,Vegetarian
North Indian Pheni Recipe - Seviyan Kheer,"Pheni One Roll, Milk, Sugar, Ghee, Cashew Nuts, Raisins, Almond Meal",7,10,15,25,4,North Indian Recipes,Dessert,Vegetarian
Appalam Vathal Kuzhambu ,"Papad, Tamarind, Sambar Powder, Turmeric Powder, Horsepowder, Mustard, Lentils, Asafoetida, Dry Red Chili, Curry Leaves, Sesame Oil, Salt",12,10,15,25,4,Tamil Nadu,Dinner,Vegetarian
Moong Dal Khichdi Recipe For Babies And Toddlers Over 10 Months,"Rice, Yellow Moong Dal, Carrot, Green Beans, Ghee, Cumin Seeds, Asafoetida, Salt",8,10,20,30,4,Indian,Lunch,Vegetarian
Dahi Wale Aloo Recipe (Indian Yogurt-based Potato Curry),"Potato, Curd, Gram Flour, Asafoetida, Cumin Seeds, Curry Leaves, Onion, Ginger, Garlic, Green Chilli, Red Chilli Powder, Coriander Powder, Turmeric Powder, Salt, Sunflower Oil, Coriander",16,10,45,55,4,North Indian Recipes,Lunch,Vegetarian
Vegetable Fried Brown Rice Recipe,"Brown Rice, Garlic, Green Chilli, Carrots, Green Beans, Green Bell Pepper, Onion, Cabbage, Roasted Tomato Pasta Sauce Store Bought, Red Chilli Sauce, Soy Sauce, Ginger, Spring Onion Greens, Salt, Vinegar, Extra Virgin Olive Oil",16,15,25,40,4,Chinese,Lunch,Vegetarian
Eggless Devil's Food Cake Recipe,"All Purpose Flour, Cocoa Powder, Baking Powder, Salt, Butter, Caster Sugar, Vanilla Extract, Whole Eggs, Curd, Red Food Color, Chocolate Ganache, Flax Seed Powder, Chilled Water",13,20,90,110,6,Continental,Dessert,Vegetarian
Bengali Langcha Recipe With Mawa,"Milk, Sooji, Milk Powder, All Purpose Flour, Baking Soda, Caster Sugar, Sugar, Water, Cardamom Powder, Pistachios, Ghee Vegetable Oil",11,20,30,50,4,Bengali Recipes,Dessert,Vegetarian
Kovakkai Podi Curry Recipe - Tamil Nadu Style Ivy Gourd Stir Fry,"Tindora, Mustard Seeds, White Urad Dal, Asafoetida, Curry Leaves, Dry Red Chilli, Sunflower Oil, Salt, Coriander, White Urad Dal, Chana Dal, Dry Red Chilli, Asafoetida",13,15,20,35,4,Tamil Nadu,Lunch,Diabetic Friendly
Biryani Masala Powder Recipe,"Bay Leaves, Coriander Seeds, Whole Pepper, Celery, Cumin Seeds, Cardamom, Large Cardamom, Mace, Stone Flowers, Star Anis, Small Spoon Nutmeg Powder, Cinnamon, Long",13,5,5,10,4,Hyderabadi,Lunch,Diabetic Friendly
"Chicken Sausages, Baked Beans and Stir Fried Broccoli Recipe","Chicken Sausage, Butter, Dry Beans, Extra Virgin Olive Oil, Onion, Clove Garlic, Tomato, Honey More, Cumin Powder, Dried Oregano, Red Chilli Powder Cayenne Pepper, Salt And Pepper, Broccoli, Garlic, Dried Thyme Leaves, Dried Oregano, Salt, Black Pepper Powder",18,10,30,40,1,Continental,World Breakfast,Non Vegeterian
Crispy Chicken Pakoda Recipe,"Boneless Chicken, Ginger Garlic Paste, Red Chilli Powder, Coriander Powder, Turmeric Powder, Black Pepper Powder, Green Chilli, Curry Leaves, Whole Egg, Gram Flour, Corn Flour, Salt, Sunflower Oil Deep Fry",13,0,35,35,1,Indian,Snack,Vegetarian
Turkish Chicken Gozleme Recipe-Stuffed Spinach Chicken Bread,"All Purpose Flour, Whole Wheat Flour, Hung Curd, Salt, Chicken, Spinach Leaves, Onion, Garlic, Tomato, Cumin Powder, Coriander Powder, Paprika Powder, Black Pepper Powder, Mint Leaves, Spring Onion, Salt, Feta Cheese",17,10,45,55,2,Middle Eastern,Lunch,Non Vegeterian
Moon Biscuits Recipe (Moon Shaped Baked Cookies),"Vivatta Maida, Sugar, Butter, Milk Powder, Baking Powder, Vanilla Extract",6,25,15,40,30,Indian,Snack,Vegetarian
Andaman Style Steamed Garlic Prawns Recipe,"Prawns, Soy Sauce, Sesame, Garlic, Green Chilli, Coriander, Whole Black Peppercorns, Lemon Juice, Sunflower Oil, Salt",10,10,30,40,2,Side Dish,Non Vegeterian,Vegetarian
Fruit Pachadi ,"Fruit, Yogurt, Turmeric Powder, Jaggery, Salt, Water, Coconut, Green Chilli, Mustard, Mustard, Dry Red Peppers, Oil, Curry Leaves",13,5,15,20,4,South Indian Recipes,Side Dish,Vegetarian
Aloo Matar Masala Khichdi Recipe,"Rice, Green Peas, Potato, Onion, Ginger Garlic Paste, Green Chilli, Black Cardamom, Bay Leaf, Cardamom, Cinnamon Stick, Cloves, Cumin Seeds, Coriander Powder, Cumin Powder, Black Pepper Powder, Red Chilli Powder, Ghee, Coriander, Salt",19,5,20,25,4,Indian,Main Course,Vegetarian
Rock Toast Recipe - Semolina Bread Toast,"Sooji, Curd, Onion Powder, Green Bell Pepper, Coriander, Green Chilli, Black Pepper Powder, Salt, Sunflower Oil",9,10,8,18,3,Indian,Indian Breakfast,Vegetarian
Potato Vindaloo Recipe (Spicy Goan Potato Curry),"Kashmiri Dry Red Chilli, Methi Seeds, Garlic, Shallots, Cumin Seeds, Turmeric Powder, Vinegar, Water, Potato, Salt, Sunflower Oil, Mustard Seeds, Curry Leaves, Water, Sugar",15,10,30,40,4,Goan Recipes,Lunch,Vegetarian
Aloo Potol Posto Recipe (Aloo Parwal in Poppy Seed Masala Recipe),"Pointed Gourd, Potato, Methi Seeds, Cumin Seeds, Fennel Seeds, Cloves, Cinnamon Stick, Dry Red Chilli, Ginger, Fresh Coconut, Poppy Seeds, Red Chilli Powder, Turmeric Powder, Green Chilli, Sugar, Salt, Mustard Oil",17,15,45,60,6,Bengali Recipes,Dinner,Vegetarian
Aloo Bhey Ki Sabzi Recipe (Potato Lotus Stem Curry),"Potato, Lotus Stem, Homemade Tomato Puree, Cumin Seeds, Asafoetida, Coriander Powder, Turmeric Powder, Red Chilli Powder, Garam Masala Powder, Salt, Sunflower Oil, Coriander, Onion, Garlic, Ginger, Green Chilli",16,15,30,45,4,North Indian Recipes,Lunch,Vegetarian
